,1st_committer,committers
406,Mikurula,"['Mikurula', 'wangbin579', 'liuyanlei25', 'liuyanlei', '韩一敏', 'juexun', 'cuichunhua', 'lazio579', 'tsthght', 'Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
407,wangbin579,"['wangbin579', 'liuyanlei25', 'liuyanlei', '韩一敏', 'juexun', 'cuichunhua', 'lazio579', 'tsthght', 'Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
408,liuyanlei25,"['liuyanlei25', 'liuyanlei', '韩一敏', 'juexun', 'cuichunhua', 'lazio579', 'tsthght', 'Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
409,liuyanlei,"['liuyanlei', '韩一敏', 'juexun', 'cuichunhua', 'lazio579', 'tsthght', 'Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
410,韩一敏,"['韩一敏', 'juexun', 'cuichunhua', 'lazio579', 'tsthght', 'Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
411,juexun,"['juexun', 'cuichunhua', 'lazio579', 'tsthght', 'Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
412,cuichunhua,"['cuichunhua', 'lazio579', 'tsthght', 'Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
413,lazio579,"['lazio579', 'tsthght', 'Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
414,tsthght,"['tsthght', 'Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
415,Bin Wang,"['Bin Wang', 'jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
416,jingxiaobing,"['jingxiaobing', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
417,Bruno Thomsen,"['Bruno Thomsen', 'Minze Zwerver', 'Suvayu Ali', 'grmat', 'Alex Smith-Fanning', 'Térence Clastres', 'Ikey Doherty', 'Kai Krakow', 'Marc Di Luzio', 'Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
418,Minze Zwerver,"['Minze Zwerver', 'Suvayu Ali', 'grmat', 'Alex Smith-Fanning', 'Térence Clastres', 'Ikey Doherty', 'Kai Krakow', 'Marc Di Luzio', 'Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
419,Suvayu Ali,"['Suvayu Ali', 'grmat', 'Alex Smith-Fanning', 'Térence Clastres', 'Ikey Doherty', 'Kai Krakow', 'Marc Di Luzio', 'Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
420,grmat,"['grmat', 'Alex Smith-Fanning', 'Térence Clastres', 'Ikey Doherty', 'Kai Krakow', 'Marc Di Luzio', 'Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
421,Alex Smith-Fanning,"['Alex Smith-Fanning', 'Térence Clastres', 'Ikey Doherty', 'Kai Krakow', 'Marc Di Luzio', 'Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
422,Térence Clastres,"['Térence Clastres', 'Ikey Doherty', 'Kai Krakow', 'Marc Di Luzio', 'Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
423,Ikey Doherty,"['Ikey Doherty', 'Kai Krakow', 'Marc Di Luzio', 'Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
424,Kai Krakow,"['Kai Krakow', 'Marc Di Luzio', 'Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
425,Marc Di Luzio,"['Marc Di Luzio', 'Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
426,Leonard,"['Leonard', 'Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
427,Alex Smith,"['Alex Smith', 'Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
428,Christian Kellner,"['Christian Kellner', 'OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
429,OlliC,"['OlliC', 'Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
430,Dennis E. Mungai,"['Dennis E. Mungai', 'Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
431,Casper,"['Casper', 'Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
432,Matthias Gerstner,"['Matthias Gerstner', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
433,Pedro Larbig,"['Pedro Larbig', 'kimocoder', ""Thomas d'Otreppe"", 'Sam Foxman', 'LatinSuD', 'Erik Tews', 'Mister X', 'Moshe Kaplan', 'Carlos Alberto Lopez Perez', 'loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
434,kimocoder,"['kimocoder', ""Thomas d'Otreppe"", 'Sam Foxman', 'LatinSuD', 'Erik Tews', 'Mister X', 'Moshe Kaplan', 'Carlos Alberto Lopez Perez', 'loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
435,Thomas d'Otreppe,"[""Thomas d'Otreppe"", 'Sam Foxman', 'LatinSuD', 'Erik Tews', 'Mister X', 'Moshe Kaplan', 'Carlos Alberto Lopez Perez', 'loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
436,Sam Foxman,"['Sam Foxman', 'LatinSuD', 'Erik Tews', 'Mister X', 'Moshe Kaplan', 'Carlos Alberto Lopez Perez', 'loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
437,LatinSuD,"['LatinSuD', 'Erik Tews', 'Mister X', 'Moshe Kaplan', 'Carlos Alberto Lopez Perez', 'loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
438,Erik Tews,"['Erik Tews', 'Mister X', 'Moshe Kaplan', 'Carlos Alberto Lopez Perez', 'loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
439,Mister X,"['Mister X', 'Moshe Kaplan', 'Carlos Alberto Lopez Perez', 'loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
440,Moshe Kaplan,"['Moshe Kaplan', 'Carlos Alberto Lopez Perez', 'loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
441,Carlos Alberto Lopez Perez,"['Carlos Alberto Lopez Perez', 'loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
442,loris,"['loris', 'Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
443,Ben Smith,"['Ben Smith', 'David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
444,David Francos,"['David Francos', 'Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
445,Aircrack-ng,"['Aircrack-ng', 'Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
446,Fabrice Fontaine,"['Fabrice Fontaine', 'myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
447,myst404,"['myst404', 'ZhaoChunsheng', 'maroviher', 'Gábor Stefanik', 'Ryan Schmidt', 'Rick Farina', 'Rosen Penev', 'Adam Cécile', 'Dzk Kuro', 'Alon Bar-Lev', 'darkAudax', 'Samuel Henrique', 'Michael Buesch', 'tjt263', 'Kyle Sferrazza', 'Rick Farina (Zero_Chaos)', 'Joseph Benden', 'Chris Lundquist', 'Martin Beck', 'Andrea Bittau', 'Daouid', 'Almantas', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
